"year";"rating";"duration";"must_see";"metascore";"user_score";"number_critics";"number_users";"genre_drama";"genre_crime";"genre_mystery";"genre_romance";"genre_adventure";"genre_biography";"genre_thriller";"genre_comedy";"genre_history";"genre_documentary";"genre_others"
2016;0;0;1;90;65;24;57;1;0;0;0;0;0;0;0;0;0;1
1980;4;3;1;90;71;28;587;1;0;0;0;0;1;0;0;0;0;1
2003;0;0;0;90;77;9;44;1;0;0;0;0;0;0;0;0;0;1
2006;4;2;1;90;75;40;191;1;0;0;0;0;0;1;0;1;0;1
1951;6;0;0;90;0;13;0;0;1;0;0;0;0;0;1;0;0;0
2003;0;2;1;90;73;39;36;0;1;0;0;0;1;0;0;0;1;0
2013;4;3;1;90;73;47;1;1;1;0;0;0;0;0;0;0;0;0
2005;2;3;1;90;71;20;35;1;0;0;0;0;0;1;0;0;0;0
1977;2;3;1;90;88;24;2;0;0;0;0;1;0;0;0;0;0;1
2007;3;1;1;90;85;31;205;1;0;0;0;0;1;0;0;1;0;1
1993;2;3;1;90;79;35;96;1;0;0;1;0;0;0;0;0;0;0
1978;4;3;1;90;77;18;259;1;0;0;0;0;0;0;0;0;0;1
2005;4;4;1;89;73;28;62;1;0;0;1;0;0;0;0;0;0;0
2014;3;1;1;89;75;20;14;1;0;0;0;0;0;0;0;0;1;0
1972;2;1;1;89;0;16;0;1;0;0;0;0;0;0;0;0;0;1
2006;4;3;1;89;84;39;279;1;0;1;0;0;0;1;0;0;0;0
1971;4;1;1;89;0;15;0;1;0;0;0;0;0;0;0;0;0;0
2004;3;2;1;89;88;37;401;1;0;0;1;1;0;0;0;0;0;1
2019;0;3;1;89;72;17;5;0;0;0;0;0;1;0;0;0;1;0
2018;0;1;1;89;82;28;59;0;0;0;0;0;0;0;0;0;1;1
2003;4;2;0;89;76;10;11;1;1;0;0;0;0;0;0;0;0;0
1950;1;1;0;89;70;8;7;0;0;0;0;1;0;0;0;0;0;1
1993;2;2;1;89;71;23;31;1;0;0;0;0;1;0;0;0;0;1
2014;4;2;1;89;88;49;1;1;0;0;0;0;0;0;0;0;0;1
2014;3;1;1;89;84;38;215;1;0;0;0;0;0;0;0;0;0;0
2023;4;3;1;89;77;63;459;1;1;1;1;0;0;0;0;1;0;1
1976;4;0;0;89;77;7;55;0;1;0;0;0;0;1;0;0;0;1
2008;3;1;1;89;82;31;99;0;1;0;0;0;1;1;0;1;1;1
2002;4;2;1;89;65;36;219;1;0;0;0;0;0;0;0;0;0;0
2019;2;1;1;89;77;19;31;0;0;0;0;0;1;0;0;0;1;1
1949;6;0;0;89;84;10;5;1;1;0;0;0;0;0;0;0;0;1
1949;6;2;1;89;85;21;0;1;1;0;0;0;0;0;0;0;0;1
1960;0;3;1;89;83;16;15;1;0;0;0;1;0;0;0;0;0;1
2016;4;3;1;89;72;36;262;1;1;0;0;0;0;1;0;0;0;0
2009;0;2;1;89;84;21;45;1;0;0;0;0;0;0;0;0;0;0
2015;0;3;0;89;85;10;75;1;1;0;0;0;0;1;1;0;0;1
1991;4;3;0;89;81;13;197;1;1;0;0;1;0;0;0;0;0;0
1985;4;1;0;89;80;9;140;1;1;0;0;0;0;1;1;0;0;0
2006;5;3;1;89;60;16;5;0;0;0;0;0;0;0;0;0;1;0
2006;4;0;1;89;79;38;609;0;0;0;0;0;0;0;1;0;0;0
2020;3;2;1;89;80;49;212;1;0;0;0;0;0;0;0;0;0;0
1975;2;3;1;89;85;21;114;1;0;0;0;1;0;0;0;0;0;1
1968;1;3;1;89;74;15;34;1;0;0;1;0;1;0;1;0;0;1
2019;2;1;1;89;82;47;252;1;0;0;0;0;0;0;1;0;0;0
2014;2;3;1;89;85;28;264;1;0;0;1;0;0;0;0;0;0;1
2017;0;0;0;89;68;7;5;1;0;0;0;0;0;0;1;0;1;0
1935;6;2;1;89;75;15;11;0;0;0;1;1;0;0;0;1;0;1
2022;0;2;1;89;61;18;30;1;0;0;0;0;0;0;0;0;0;0
1954;6;3;0;89;82;9;30;1;0;0;1;0;0;0;0;0;0;1
2007;0;1;1;89;85;28;15;0;0;0;0;0;0;0;0;0;1;1
1947;2;3;1;89;85;17;213;1;0;0;1;0;0;0;0;0;0;1
1994;3;2;1;89;75;19;13;1;0;0;0;0;1;0;1;1;0;0
2015;3;1;1;89;78;30;100;1;0;0;1;0;0;0;0;1;0;1
2009;4;0;1;89;70;25;16;1;0;0;0;0;0;0;0;0;0;0
2020;1;1;1;89;73;26;22;0;0;0;0;0;0;0;0;0;1;0
2015;0;0;0;89;67;7;15;0;0;0;0;0;0;0;0;0;1;1
2021;4;3;1;89;65;58;421;1;0;0;0;0;0;0;0;0;0;1
2022;0;3;0;89;73;10;6;0;0;0;0;0;0;0;0;0;1;0
1969;6;1;1;89;80;15;6;1;0;0;0;0;0;0;0;0;0;1
1976;4;3;0;89;72;7;38;0;0;1;0;0;0;1;0;0;0;1
1979;5;2;1;89;90;34;1;0;0;0;0;0;0;0;0;0;0;1
2017;0;1;1;89;73;27;111;1;0;0;0;0;0;0;0;0;0;0
1968;4;1;1;89;81;17;112;0;0;0;0;0;0;1;0;0;0;1
2011;3;1;1;89;81;41;636;1;0;0;1;0;0;0;1;0;0;0
1942;6;3;0;89;78;10;5;1;0;0;0;0;1;0;0;0;0;1
2018;0;2;1;89;73;26;43;1;0;0;0;0;0;0;0;1;0;0
1940;6;2;0;89;75;7;0;1;0;0;0;1;0;0;0;0;0;0
1993;4;3;1;89;79;20;118;1;0;0;1;0;0;0;0;0;0;1
2004;4;2;1;89;87;41;1;1;0;0;1;0;0;0;0;0;0;1
2018;0;4;0;89;0;9;0;0;0;0;0;0;0;0;0;1;1;0
2016;0;1;1;89;64;21;16;0;0;0;0;0;1;0;0;1;1;1
1973;0;3;1;89;0;18;0;1;0;0;1;0;0;0;0;0;0;0
2020;3;0;1;89;73;28;45;1;0;0;0;0;1;0;0;0;1;0
2004;6;0;0;89;0;7;0;1;1;0;0;0;0;0;0;0;0;0
2002;0;2;0;89;75;10;6;1;1;0;0;0;0;0;0;0;0;0
1952;2;0;0;89;84;7;89;1;0;0;0;0;0;1;0;0;0;1
1955;6;2;1;89;76;19;55;1;0;0;0;0;0;0;0;0;0;0
2022;3;1;1;89;80;29;65;1;0;0;0;0;0;0;0;0;0;0
2006;4;3;1;89;82;37;206;1;0;0;0;1;0;0;0;1;0;1
1974;4;3;1;88;77;16;25;1;0;0;1;0;0;0;0;0;0;0
2015;4;0;1;88;75;46;333;1;0;0;1;0;0;0;1;0;0;1
2002;0;0;1;88;78;21;0;1;0;0;0;0;0;0;1;0;0;0
1936;6;2;0;88;0;10;0;1;0;0;1;0;0;0;1;0;0;1
2011;0;1;0;88;76;10;12;1;0;0;0;0;1;0;0;0;1;0
2019;0;3;1;88;71;23;40;1;0;1;1;0;0;0;0;0;0;0
2022;2;0;1;88;67;18;9;0;0;0;0;0;0;0;0;1;1;1
1956;0;3;0;88;0;11;0;1;0;0;0;0;1;0;0;1;0;1
2015;0;1;0;88;0;8;0;0;0;0;0;0;0;0;0;0;1;0
1994;1;0;1;88;87;30;943;1;0;0;0;1;0;0;0;0;0;1
1997;3;1;1;88;72;16;11;0;0;0;0;0;0;0;0;1;1;0
1959;0;0;1;88;81;17;27;1;0;0;1;0;0;0;0;0;0;0
2023;0;0;0;88;0;7;0;1;0;0;0;0;0;0;0;0;0;0
2018;0;2;0;88;0;10;0;0;0;0;0;0;0;0;0;0;1;0
1958;0;1;1;88;84;15;51;1;0;0;0;0;0;0;0;0;0;1
1941;6;2;1;88;66;17;9;1;0;0;0;0;0;0;0;0;0;1
2021;0;1;1;88;66;16;9;1;0;0;0;0;0;1;0;0;0;0
2018;2;1;1;88;83;38;349;0;0;0;0;1;0;0;1;0;0;1
1989;1;0;1;88;75;24;311;0;0;0;1;1;0;0;0;0;0;1
2020;0;3;1;88;62;17;11;0;0;0;0;0;0;0;0;0;1;0
2005;4;2;1;88;75;40;143;1;1;0;0;0;1;0;0;1;0;0
2018;4;2;1;88;73;43;305;1;0;0;0;0;0;0;1;1;0;0
1947;6;1;0;88;76;10;29;1;0;0;0;0;0;0;1;0;0;1
1951;6;1;1;88;84;15;78;1;1;0;0;0;0;1;0;0;0;1
2009;0;1;1;88;69;16;8;1;0;0;0;0;0;0;1;0;0;0
2014;0;3;0;88;59;10;14;1;0;0;0;0;0;1;0;0;0;0
2017;0;0;0;88;48;10;0;0;0;0;0;0;0;0;0;0;1;1
2017;4;2;1;88;78;50;1;1;1;0;0;0;0;0;1;0;0;0
2017;0;1;1;88;72;18;5;0;0;0;0;0;0;0;0;0;1;1
1988;2;1;1;88;79;18;7;1;0;0;0;0;0;0;0;0;0;1
2006;0;0;0;88;80;8;0;1;0;0;0;0;0;0;0;1;0;1
2010;0;0;1;88;72;19;15;1;0;0;0;0;0;0;0;1;1;0
2016;3;1;1;88;70;28;55;1;0;0;0;0;0;0;0;0;0;0
2014;4;1;1;88;84;48;1;0;1;0;0;1;0;0;1;0;0;0
2014;0;3;1;88;84;27;121;1;0;0;0;0;0;0;0;0;0;0
2018;4;3;1;88;84;60;1;1;0;0;1;0;0;0;0;0;0;1
2014;4;2;1;88;76;38;161;0;0;0;0;0;1;0;0;0;1;0
2002;3;3;1;88;68;30;12;1;0;0;0;0;0;0;0;0;0;0
2007;3;2;1;88;78;36;40;1;0;0;0;0;0;0;0;0;0;0
2024;4;3;1;88;0;27;0;1;0;0;1;0;0;0;0;0;0;1
2020;3;3;1;88;76;42;306;1;0;0;0;0;1;0;0;1;0;1
2007;0;2;1;88;50;21;0;1;1;0;0;0;0;0;1;0;0;0
2006;6;1;0;88;61;12;11;1;0;1;0;0;0;1;0;0;0;1
2021;3;1;1;88;86;51;296;1;0;1;0;0;0;0;0;0;0;0
2017;4;2;1;88;73;34;44;1;0;0;0;0;0;0;0;0;0;0
1992;2;3;0;88;81;11;40;1;0;0;1;0;0;0;0;0;0;0
1961;6;1;1;88;70;17;25;0;0;0;0;0;0;0;0;0;0;1
2010;3;2;1;88;83;27;151;0;1;0;0;0;0;0;0;0;1;0
2018;4;2;1;88;71;22;39;1;1;0;0;1;0;1;0;0;0;1
2018;2;2;1;88;76;44;189;1;0;0;0;1;0;0;0;0;0;0
2000;1;0;1;88;81;34;365;1;0;0;0;1;0;0;1;0;0;1
2004;4;2;1;88;86;15;334;1;0;1;0;0;0;1;0;0;0;1
2010;3;2;1;88;82;41;913;1;0;0;0;0;1;0;0;1;0;0
2024;0;3;1;88;71;22;12;1;0;0;0;0;0;0;0;0;0;0
1996;4;1;1;88;87;26;780;0;1;0;0;0;0;1;0;0;0;0
2021;4;3;1;88;73;46;85;1;0;0;0;0;0;0;0;0;0;0
2016;4;1;1;88;81;47;762;1;1;0;0;0;0;1;0;0;0;1
2009;2;1;1;88;86;37;1;1;0;0;0;1;0;0;1;0;0;1
2018;3;1;1;88;77;20;24;0;0;0;0;0;0;0;0;0;1;0
1945;6;2;1;88;75;16;12;1;1;1;1;0;0;0;0;0;0;1
2023;4;3;1;88;72;62;451;1;0;0;1;0;0;0;1;0;0;1
2010;0;0;0;88;74;9;7;0;0;0;0;0;0;0;0;0;1;0
1982;2;2;1;88;79;21;121;1;0;0;1;0;0;0;1;0;0;0
2003;0;1;0;88;0;14;0;1;0;0;0;0;0;0;0;0;0;1
1962;6;3;1;88;86;16;105;1;1;0;0;0;0;0;0;0;0;0
2024;0;1;0;88;71;8;7;0;0;0;0;0;0;0;0;0;1;0
2016;0;3;1;88;84;22;113;1;0;0;0;0;0;0;0;0;0;0
2009;4;2;1;88;73;38;210;1;0;0;0;0;0;0;1;0;0;0
1999;1;0;1;88;86;34;961;0;0;0;0;1;0;0;1;0;0;1
2018;3;3;1;88;63;55;3;0;0;0;0;1;0;0;0;0;0;1
1957;6;3;1;88;83;16;94;1;0;0;0;1;0;0;0;0;0;1
2016;0;3;1;88;67;17;31;1;0;1;0;0;0;0;0;0;0;1
2021;4;0;1;88;67;17;27;1;0;0;0;0;0;0;0;0;0;0
2015;3;2;1;88;79;45;453;1;0;0;1;0;0;0;0;0;0;0
2005;3;3;1;88;78;31;46;1;0;0;0;0;0;0;0;0;0;0
1968;4;3;1;88;0;16;0;1;0;0;0;0;0;0;0;0;0;0
1964;6;3;0;88;81;13;97;0;0;0;0;0;0;0;1;0;0;1
1991;4;1;1;88;71;18;11;1;0;0;0;0;0;0;1;0;0;0
2019;1;1;1;88;81;35;112;0;0;0;0;0;0;0;0;1;1;0
2002;3;3;1;87;90;39;2;1;0;0;0;1;0;0;0;0;0;1
2006;4;1;1;87;83;34;66;1;1;0;1;0;0;0;0;0;0;0
2018;3;3;0;87;65;8;14;0;0;0;0;0;1;0;0;0;1;0
1974;2;2;1;87;83;17;150;1;0;1;0;0;0;1;0;0;0;0
1962;0;1;0;87;0;9;0;1;0;0;0;0;0;0;1;0;0;1
2016;0;0;1;87;81;16;17;0;0;0;0;0;0;0;0;1;1;0
2011;2;3;1;87;79;24;48;1;0;0;0;0;0;0;0;0;0;0
2018;4;2;1;87;70;53;168;1;0;0;1;0;0;0;0;0;0;0
2017;0;0;0;87;40;9;0;0;0;0;0;0;0;0;0;0;1;0
2014;4;2;1;87;82;58;1;1;0;0;0;0;0;0;1;0;0;0
1994;2;2;1;87;76;23;75;1;0;0;1;0;0;0;0;0;0;1
2015;0;NA;0;87;50;7;6;1;0;1;0;0;0;0;0;0;0;0
1996;3;2;1;87;81;25;61;1;0;0;1;0;1;0;0;0;0;1
2022;5;0;0;87;55;7;6;0;0;0;0;0;0;0;0;0;1;0
1937;6;0;0;87;83;10;7;0;0;0;1;0;0;0;1;0;0;0
2018;4;2;1;87;75;53;153;1;1;0;0;0;1;0;1;0;0;0
2020;2;1;1;87;85;28;175;1;0;0;0;1;0;1;1;0;0;1
1934;6;2;1;87;81;16;64;0;0;0;1;0;0;0;1;0;0;0
2011;0;0;0;87;76;7;7;1;0;0;0;0;0;0;0;0;0;0
2019;5;2;0;87;45;8;6;1;0;0;0;0;0;0;0;0;0;0
2013;0;0;1;87;76;23;12;0;0;0;0;0;0;0;0;0;1;0
2023;0;2;0;87;93;9;0;0;0;0;0;0;0;1;0;0;0;0
1933;6;0;1;87;75;15;41;0;0;0;0;0;0;0;0;0;0;1
1984;4;3;1;87;83;28;395;1;0;0;0;0;1;0;0;0;0;1
2015;0;3;0;87;83;8;7;0;0;0;0;0;0;0;0;1;1;1
1973;4;2;1;87;74;17;30;1;1;1;0;0;0;1;1;0;0;0
1949;6;1;0;87;68;12;5;0;0;0;0;0;0;0;0;0;0;1
1959;6;3;1;87;70;16;5;1;0;0;0;0;0;0;0;0;0;0
2019;4;2;1;87;79;43;138;1;0;0;0;0;0;0;0;0;0;0
2017;2;3;0;87;68;7;17;0;0;0;0;0;0;0;0;1;1;0
2019;0;3;0;87;48;8;0;1;0;0;0;0;0;0;0;0;0;0
2002;0;1;1;87;55;32;53;1;0;1;0;0;0;0;0;1;0;1
2009;0;3;1;87;77;30;77;1;1;0;0;0;0;0;0;0;0;0
2003;0;1;1;87;68;26;16;0;0;0;0;0;0;0;0;0;1;1
2022;0;1;0;87;69;9;7;0;0;0;0;0;0;0;0;0;1;0
1978;0;0;1;87;76;15;100;0;0;0;0;0;0;0;0;0;0;1
2022;4;2;1;87;76;37;27;1;0;0;0;0;0;0;0;0;0;0
2021;4;3;1;87;73;31;26;0;0;0;0;0;0;0;0;0;1;1
2022;0;1;1;87;78;19;16;0;0;0;0;0;0;0;0;0;1;0
2003;0;2;0;87;75;10;28;1;0;0;0;0;0;0;1;0;0;0
1969;4;2;0;87;0;10;0;1;0;0;0;0;0;0;0;0;0;0
2021;5;2;0;87;63;11;9;0;0;0;0;0;0;0;0;1;1;0
2021;0;1;0;87;0;8;0;0;0;0;0;0;0;0;0;0;1;0
2023;0;2;0;87;0;8;0;1;0;0;0;0;0;1;0;0;0;1
1993;4;1;0;87;82;11;86;1;0;1;1;0;0;0;0;0;0;1
2001;2;1;1;87;79;28;208;1;0;0;1;0;0;0;0;0;0;0
2024;0;2;0;87;0;8;0;1;0;0;0;0;0;0;1;0;0;0
2016;0;2;1;87;70;20;19;0;0;0;0;0;0;0;0;0;1;0
2018;3;3;1;87;84;60;1;0;0;0;0;1;0;1;0;0;0;1
1975;2;0;1;87;72;18;5;0;0;0;0;0;0;0;0;0;1;0
1962;0;0;1;87;78;22;6;1;0;0;0;0;0;0;1;0;0;1
2005;4;1;1;87;80;35;70;0;0;0;0;0;1;0;0;0;1;0
1965;6;2;0;87;83;12;159;0;0;0;0;1;0;1;0;0;0;1
2020;4;1;1;87;67;46;179;1;0;0;0;0;0;0;0;0;0;1
2014;0;2;0;87;0;8;0;0;0;0;1;0;0;0;0;0;1;1
1992;4;2;1;87;75;20;16;1;1;0;0;0;0;1;0;0;0;0
2022;2;2;0;87;76;13;9;0;0;0;0;0;0;0;0;1;1;0
2018;3;0;0;87;75;14;6;1;0;0;0;0;0;0;0;0;0;0
2017;2;0;1;87;82;24;23;0;0;0;0;0;1;0;0;0;1;0
2023;0;1;0;87;80;9;0;1;0;0;0;0;0;0;0;0;0;0
1975;2;3;1;87;87;21;749;0;0;1;0;1;0;1;0;0;0;0
2014;0;1;1;87;74;29;54;1;0;0;0;0;0;0;0;0;0;1
1960;6;3;1;87;85;17;137;1;0;0;0;1;1;0;0;1;0;1
2019;5;3;1;87;82;27;26;0;0;0;0;0;1;0;0;1;1;1
2020;5;0;1;87;70;15;21;1;0;0;0;0;0;0;0;1;0;0
2021;0;0;1;87;59;30;15;1;0;0;0;0;0;0;0;0;0;1
1985;2;2;1;87;87;26;1;0;0;0;0;1;0;0;1;0;0;1
2020;4;2;1;87;73;57;354;1;0;0;0;0;0;0;0;0;0;0
2021;0;3;1;87;69;17;12;1;0;0;1;0;0;0;0;0;0;0
2017;0;3;1;87;47;17;6;0;0;0;0;0;0;0;0;0;1;0
2005;1;0;1;87;81;38;214;0;0;1;0;1;0;0;1;0;0;1
2015;2;2;1;87;83;29;144;1;0;1;0;0;0;0;0;0;0;0
2015;4;1;1;87;66;35;126;1;0;0;1;0;0;0;1;0;0;0
2012;3;3;1;87;75;45;817;1;0;0;0;0;1;0;0;1;0;1
2012;0;2;1;87;75;16;54;1;1;0;0;0;0;1;0;0;0;0
2013;3;2;1;87;66;45;275;1;0;0;0;1;0;0;0;0;0;1
2022;4;2;1;87;75;62;317;1;0;0;0;0;0;0;1;0;0;0
2016;2;0;1;87;68;36;119;1;0;0;1;0;0;0;1;0;0;0
2018;4;3;1;87;68;49;1;1;0;1;0;0;0;1;0;0;0;1
2015;0;1;1;87;83;27;27;0;0;0;0;0;1;0;0;0;1;0
1993;2;3;1;87;87;33;364;1;1;1;0;0;0;1;0;0;0;1
2013;0;1;0;87;83;7;17;0;0;0;0;0;0;0;0;0;1;0
2006;4;3;1;87;78;34;17;1;0;0;0;0;0;0;1;0;0;0
1947;6;2;1;87;70;18;7;1;1;0;0;0;0;1;0;0;0;1
2004;4;1;1;87;20;39;197;1;1;0;0;0;0;0;0;0;0;0
1998;4;3;1;87;69;33;176;1;0;0;1;0;0;0;1;1;0;0
2006;4;3;1;87;49;25;8;1;0;0;1;0;0;0;0;0;0;1
2018;3;3;1;87;77;27;66;1;0;1;0;0;0;0;0;0;0;1
2023;0;0;1;87;69;22;14;1;0;0;0;0;0;0;0;0;0;0
2003;3;2;1;87;71;36;40;0;0;0;0;0;1;0;0;1;1;1
2011;0;2;1;87;71;21;63;1;0;0;0;0;0;0;0;0;0;1
2005;4;3;1;87;81;41;513;1;0;0;1;0;0;0;0;0;0;0
2012;3;0;1;87;75;33;71;1;0;0;0;0;0;0;0;0;0;0
1935;6;3;0;87;79;12;10;1;0;0;1;1;1;0;0;1;0;0
2018;2;2;1;87;83;50;2;0;0;0;0;1;0;0;1;0;0;1
2023;0;1;1;87;67;18;20;1;0;0;0;0;0;0;0;1;0;0
1974;4;0;1;87;75;16;61;0;0;1;0;0;0;1;0;0;0;1
2021;4;2;1;87;72;49;120;1;0;1;0;0;0;1;0;0;0;0
2014;0;1;1;87;81;18;32;0;0;0;0;0;0;0;0;0;1;0
2004;0;0;1;87;60;32;15;0;0;0;0;0;1;0;0;0;1;0
1996;1;0;1;87;0;26;0;0;0;0;0;0;0;0;0;0;1;0
2005;3;0;1;87;71;33;19;0;0;0;0;0;0;0;0;0;1;1
2014;4;3;1;87;82;35;93;0;0;0;0;0;1;0;0;0;1;0
2017;4;3;1;87;70;53;1;1;0;0;1;0;0;0;0;0;0;1
2020;0;0;0;87;68;12;12;1;0;0;0;0;1;0;0;0;1;0
2005;4;2;1;87;80;38;86;1;0;1;0;0;0;1;0;0;0;0
2014;0;0;0;87;83;14;6;0;0;0;1;0;0;0;0;0;0;1
2018;2;2;1;87;53;22;9;0;0;0;0;0;0;0;0;1;1;1
1949;6;1;0;87;76;10;9;0;0;0;1;0;0;0;1;0;0;0
1971;4;1;0;87;82;10;101;0;1;0;0;0;0;1;0;0;0;1
2012;0;0;0;87;67;8;6;1;0;0;0;0;1;0;0;0;1;0
2011;2;3;1;87;79;42;755;1;0;0;0;0;1;0;0;0;0;1
1999;4;1;1;87;83;34;110;1;0;0;1;0;0;0;1;0;0;0
1998;4;1;1;87;85;33;318;1;0;0;1;0;0;0;1;0;0;0
2024;3;1;1;87;0;16;0;1;0;0;0;0;0;0;0;0;0;1
2015;0;1;1;87;68;24;54;1;0;0;1;0;0;0;0;0;0;0
2016;4;3;1;87;68;24;19;1;0;0;1;0;0;0;0;0;0;0
2000;0;2;1;87;77;19;19;1;0;0;0;0;0;0;0;0;0;0
2020;0;1;0;87;78;7;6;1;0;0;0;0;0;0;0;0;0;0
1935;6;3;0;87;0;9;0;1;0;0;1;0;0;0;0;1;0;0
1987;0;2;1;87;84;18;9;0;0;0;0;0;0;0;1;0;0;0
2001;4;3;1;86;70;36;588;1;0;1;0;0;0;1;0;0;0;0
1981;4;2;1;86;80;15;51;1;1;1;0;0;0;1;0;0;0;0
2019;0;1;1;86;71;28;23;1;0;0;0;0;0;0;0;0;0;0
1934;2;0;1;86;74;16;22;0;1;1;1;0;0;0;1;0;0;0
1959;6;1;0;86;75;8;0;1;0;0;0;0;0;0;1;0;0;0
2003;0;0;1;86;84;21;21;1;0;0;0;0;0;0;0;0;0;0
1967;0;0;1;86;73;15;10;1;1;0;0;0;0;1;0;0;0;0
2022;0;0;1;86;79;18;15;1;0;0;0;0;0;0;0;0;0;0
2015;4;0;1;86;74;35;132;1;1;0;0;0;0;0;1;0;0;0
2010;4;1;1;86;74;28;30;0;0;1;0;0;1;0;0;0;1;1
1989;4;1;1;86;77;17;78;1;0;0;0;0;0;0;0;0;0;0
2015;4;2;1;86;83;43;756;1;0;0;0;0;0;1;0;0;0;0
1975;4;3;1;86;85;15;107;1;1;0;0;0;1;1;0;0;0;0
1993;2;3;0;86;82;12;67;1;0;0;1;0;0;0;0;0;0;0
2019;0;3;1;86;82;16;19;1;1;0;0;0;0;0;0;0;0;0
2020;0;0;0;86;73;9;28;1;0;0;0;0;0;0;0;0;0;1
2023;0;3;1;86;88;26;219;0;0;0;0;0;0;0;0;0;1;1
2023;4;3;1;86;78;44;164;1;1;0;0;0;0;1;0;0;0;0
1996;4;3;1;86;74;31;161;1;0;0;1;0;0;0;0;0;0;1
2023;0;0;1;86;79;30;37;1;0;0;1;0;0;0;1;0;0;0
2013;4;2;1;86;80;46;356;1;0;0;0;0;0;0;0;0;0;0
1993;4;2;1;86;70;18;14;1;0;0;1;0;0;0;0;0;0;0
1980;4;3;1;86;66;18;63;1;0;0;0;0;0;0;0;0;0;0
2001;0;0;1;86;57;24;10;1;0;1;0;0;0;0;0;0;0;0
2020;0;1;0;86;73;8;12;1;0;0;0;0;0;0;0;0;0;1
1956;6;1;1;86;0;15;0;1;0;0;0;0;0;0;0;0;0;0
2023;2;3;1;86;84;60;1;0;0;0;0;1;0;0;0;0;0;1
2014;0;1;0;86;68;10;5;1;0;0;0;0;0;0;0;0;0;0
1994;4;1;1;86;72;31;18;1;1;0;0;0;1;1;0;0;0;0
2015;5;1;0;86;60;11;12;1;1;0;0;0;0;0;0;0;1;1
2023;0;1;0;86;0;9;0;0;0;0;0;0;0;0;0;0;1;0
1995;4;2;1;86;0;24;0;1;0;0;0;0;0;0;0;0;0;1
1945;6;3;0;86;0;9;0;1;0;0;0;0;0;0;0;0;0;1
1999;0;3;1;86;50;22;14;0;0;0;0;0;1;0;0;0;1;0
2004;3;3;1;86;75;39;494;1;0;0;0;0;0;0;0;0;0;1
1999;1;2;1;86;84;32;117;1;0;0;0;0;1;0;0;0;0;0
2014;3;1;1;86;78;20;37;0;0;0;0;0;0;0;0;1;1;1
2016;4;0;1;86;79;31;63;1;0;0;0;0;0;0;0;0;0;0
1959;2;0;0;86;68;11;6;1;0;0;1;0;0;0;0;0;0;1
1940;6;3;1;86;85;16;48;1;0;1;1;0;0;1;0;0;0;0
2021;0;1;0;86;42;11;6;1;0;0;0;0;0;0;0;0;0;0
2014;5;1;1;86;83;34;1;1;0;1;0;0;0;0;0;0;0;1
2016;2;0;1;86;77;37;55;1;0;0;0;0;0;0;0;0;0;0
1988;4;2;1;86;55;15;85;1;0;0;0;0;0;1;0;0;0;1
1997;4;3;1;86;42;28;663;1;0;0;0;0;0;0;0;0;0;0
2010;4;2;1;86;73;39;289;1;0;0;1;0;0;0;1;0;0;0
2020;5;2;1;86;77;17;43;0;0;0;0;0;0;0;0;0;1;0
1963;6;3;1;86;83;16;66;1;0;0;0;1;0;1;0;0;0;1
2014;0;2;1;86;49;15;14;0;0;0;0;0;0;0;0;0;1;0
2011;1;0;1;86;67;34;53;0;0;0;0;0;0;0;0;1;1;0
1988;1;0;1;86;85;15;230;0;0;0;0;0;0;0;1;0;0;1
1946;6;2;1;86;80;19;21;0;1;1;0;0;0;1;0;0;0;1
1993;3;1;0;86;75;12;6;1;0;0;0;0;0;0;0;1;0;0
1976;4;1;1;86;80;21;140;0;0;1;0;0;0;0;0;0;0;1
2017;2;0;1;86;77;32;165;1;0;0;1;0;0;0;0;0;0;1
1988;3;2;1;86;85;15;0;1;0;0;1;0;0;0;1;0;0;0
2012;0;2;1;86;81;23;33;0;0;0;0;0;0;0;0;1;1;1
2017;0;1;0;86;69;13;20;0;0;0;0;0;0;0;0;0;1;0
2017;4;3;1;86;80;33;128;1;0;0;0;0;0;0;0;0;0;0
2023;4;2;1;86;63;38;26;1;0;0;0;0;0;0;1;0;0;0
2001;4;3;1;86;69;31;66;1;1;0;0;0;0;0;0;0;0;0
2012;3;2;1;86;71;22;50;1;0;0;0;0;0;0;0;0;0;0
2011;4;3;1;86;68;29;45;1;0;0;0;0;0;0;0;1;0;0
1995;4;2;1;86;84;23;147;1;1;0;0;0;0;1;1;0;0;0
2019;0;1;0;86;77;14;63;1;0;0;0;0;0;0;1;0;0;1
2018;0;3;0;86;72;14;14;1;1;0;0;0;0;0;0;0;0;0
1995;4;2;1;86;78;28;15;1;0;0;0;0;0;0;1;0;0;0
2007;4;2;1;86;90;37;252;1;1;0;0;0;0;1;0;0;0;0
1984;4;0;0;86;66;13;16;1;0;0;0;0;0;0;1;0;0;0
1967;6;2;1;86;82;20;141;1;1;0;0;0;1;0;0;0;0;1
2009;0;2;1;86;68;19;6;0;0;0;0;0;1;0;0;0;1;0
1961;6;3;1;86;77;17;80;1;1;0;1;0;0;0;0;0;0;1
1981;2;2;1;86;87;17;1;0;0;0;0;1;0;0;0;0;0;1
2006;0;1;1;86;75;23;21;0;1;0;0;0;0;0;0;0;1;0
2023;4;2;1;86;67;53;108;1;0;0;0;0;0;0;0;0;0;0
2014;0;3;0;86;60;9;9;0;0;0;0;0;0;0;0;0;1;0
