"year";"rating";"duration";"must_see";"metascore";"user_score";"number_critics";"number_users";"genre_drama";"genre_crime";"genre_mystery";"genre_romance";"genre_adventure";"genre_biography";"genre_thriller";"genre_comedy";"genre_history";"genre_documentary";"genre_others"
1989;3;1;1;86;80;19;95;1;0;0;1;0;0;0;1;0;0;0
2013;4;2;1;86;72;19;50;1;1;0;0;0;0;1;0;0;0;1
1968;1;2;0;86;79;10;17;0;0;0;0;0;0;0;1;0;0;0
2013;0;3;1;86;81;34;212;1;0;0;0;0;0;0;0;0;0;0
2020;0;3;1;86;56;22;11;1;0;0;0;0;0;0;0;0;0;0
1944;6;1;1;86;0;15;0;0;0;0;1;0;0;0;1;0;0;1
2022;4;1;1;86;74;36;22;1;0;0;0;0;0;0;0;0;0;0
1970;2;3;1;86;84;20;136;1;0;0;0;0;1;0;0;0;0;1
2021;4;3;1;86;62;51;153;1;0;0;0;0;0;0;0;0;0;0
2019;5;0;0;86;39;10;7;0;0;0;0;0;0;0;0;0;1;0
2006;0;0;0;86;78;10;5;0;0;0;0;0;0;0;0;0;1;0
2009;0;1;1;86;73;31;19;1;0;0;0;0;0;0;0;0;0;1
2004;0;0;0;86;80;9;34;1;0;0;1;0;0;0;0;0;0;1
2002;4;2;1;86;81;34;84;1;0;1;1;0;0;0;0;0;0;0
1990;4;2;1;86;81;18;72;1;1;0;0;0;0;1;0;0;0;0
2000;4;3;1;86;88;34;326;1;1;0;0;0;0;1;0;0;0;0
2012;4;3;1;86;73;43;655;1;0;0;0;0;0;0;0;1;0;0
1999;4;2;1;86;74;33;112;1;1;0;1;0;1;0;0;0;0;0
2019;0;3;1;86;79;22;38;1;0;0;0;0;0;0;0;0;0;0
2022;0;0;0;86;0;8;0;0;0;0;0;0;0;0;0;0;1;0
1988;3;0;1;86;77;21;6;1;0;0;0;0;0;0;0;0;0;1
1985;2;2;0;86;84;7;124;0;0;0;0;1;0;0;0;0;0;1
1992;1;0;1;86;86;25;245;0;0;0;1;1;0;0;1;0;0;1
2004;0;3;1;86;79;19;9;0;0;0;0;0;0;0;0;1;1;0
2007;0;1;1;86;80;23;87;1;1;0;0;0;0;0;0;0;0;0
2021;0;3;1;86;77;19;27;1;0;0;1;0;0;0;0;0;0;0
2017;4;0;1;86;61;31;16;0;0;0;0;0;0;0;0;0;1;1
2004;2;2;1;86;0;15;0;1;0;0;1;0;0;0;0;0;0;0
2003;0;1;1;86;87;18;12;1;0;1;0;0;0;0;0;0;0;0
2003;4;2;1;86;79;25;7;1;1;0;0;0;0;0;0;0;0;0
1992;4;3;1;86;79;20;61;1;1;0;0;0;0;1;1;0;0;0
2009;1;1;1;86;77;29;299;0;0;0;0;1;0;0;1;0;0;1
1973;4;1;1;86;78;16;23;1;0;0;0;0;0;0;1;0;0;0
2017;5;2;1;86;52;16;18;0;1;0;0;0;0;0;0;0;1;0
2011;0;3;1;86;68;24;18;0;1;0;0;0;0;0;0;0;1;0
2014;2;0;1;86;77;22;90;1;1;0;0;1;0;0;1;0;0;1
2019;3;2;1;86;76;23;54;0;0;0;0;0;0;0;0;0;1;0
1939;6;3;0;86;74;10;17;1;0;0;1;1;0;0;0;0;0;0
1969;6;3;1;86;77;19;17;1;1;0;0;0;0;1;0;0;0;0
1947;0;1;1;86;59;15;9;1;0;0;0;0;0;0;0;0;0;0
2018;4;2;1;86;74;48;237;1;0;1;0;0;0;1;0;0;0;0
2017;4;2;1;86;78;53;1;1;1;0;0;0;0;0;0;0;0;1
1953;6;2;1;86;72;17;5;1;0;0;1;0;0;0;0;0;0;0
1991;4;2;1;86;87;20;863;1;1;0;0;0;0;1;0;0;0;0
2021;0;0;1;86;0;15;0;0;0;0;0;0;0;0;0;0;1;0
2012;3;1;1;86;75;45;330;1;0;0;0;1;0;0;0;0;0;1
2013;0;0;1;86;74;15;7;0;0;0;0;0;0;0;0;0;1;0
2010;0;0;1;86;80;18;32;1;0;0;0;0;0;0;0;0;1;0
2020;4;2;1;86;74;29;35;0;0;0;0;0;0;0;0;1;1;0
1967;0;0;1;86;78;18;64;1;0;0;0;0;0;1;0;0;0;0
2018;4;1;1;86;75;43;134;1;0;0;0;0;0;0;0;0;0;1
1936;6;1;0;86;0;7;0;0;1;0;1;0;0;0;1;0;0;0
2022;4;2;1;86;71;39;11;1;0;0;1;0;0;0;0;0;0;0
1991;4;1;0;86;79;10;40;1;0;1;1;0;0;0;0;0;0;1
2008;0;2;1;86;70;23;8;1;0;0;0;0;0;0;0;0;0;1
2001;0;0;1;86;81;20;9;0;0;0;0;0;0;0;0;0;1;0
1994;4;2;0;85;79;12;43;1;1;0;1;0;0;1;0;0;0;0
1937;6;0;0;85;73;9;9;0;1;0;0;0;0;1;0;0;0;0
1971;6;1;1;85;80;18;9;1;0;0;0;1;0;0;0;0;0;0
2000;4;3;1;85;62;26;33;1;0;0;1;0;1;0;0;0;0;0
2019;3;2;1;85;64;30;40;1;0;1;1;0;0;0;0;0;0;1
2012;4;2;1;85;70;21;15;1;0;0;0;0;0;1;0;0;0;0
2001;4;1;1;85;82;32;108;1;0;0;0;0;0;0;0;0;0;1
2021;4;3;1;85;63;56;446;1;0;0;0;1;0;0;0;0;0;1
2021;4;1;0;85;60;11;6;0;0;0;0;0;0;0;0;1;1;0
1970;4;1;1;85;77;15;26;1;0;0;0;0;0;0;0;0;0;0
1953;6;2;1;85;79;21;41;1;0;0;1;0;0;0;0;0;0;1
2007;3;2;1;85;75;38;567;0;0;1;0;0;0;1;0;0;0;1
2011;3;3;1;85;82;41;1;0;0;1;0;1;0;0;0;0;0;1
2018;0;0;1;85;75;19;11;0;0;0;0;0;0;0;0;0;1;0
2020;3;1;0;85;69;12;42;0;1;0;0;0;0;0;0;0;1;1
2011;4;3;1;85;77;34;250;1;0;0;0;0;0;1;0;0;0;1
2017;3;3;1;85;75;36;296;1;0;0;0;0;0;1;0;0;0;0
2001;0;1;0;85;60;7;8;0;0;0;0;0;0;0;0;0;1;0
2002;4;3;1;85;79;40;525;1;0;0;0;0;1;0;0;0;0;1
2000;4;2;1;85;83;31;106;1;0;0;0;0;0;0;0;0;0;0
2017;4;1;1;85;75;48;1;0;0;1;0;0;0;1;0;0;0;1
2011;4;3;0;85;80;13;28;1;0;0;0;0;0;0;0;1;0;1
2021;3;3;1;85;71;62;233;1;1;0;1;0;0;0;0;0;0;1
1974;4;2;1;85;75;15;0;1;0;0;0;0;0;0;1;0;0;0
2014;2;1;1;85;84;24;192;1;0;0;0;1;0;0;0;0;0;1
2015;4;3;1;85;83;41;182;0;0;0;0;0;1;0;0;0;1;1
2008;0;3;1;85;84;26;28;1;0;0;0;0;0;0;0;0;0;0
2007;4;2;1;85;75;37;50;1;0;0;0;0;0;0;1;0;0;0
2019;0;3;1;85;78;27;50;1;1;0;0;0;0;0;0;0;0;0
2014;0;1;0;85;77;12;28;1;0;0;0;0;0;0;0;0;0;0
1970;6;0;0;85;73;12;13;0;0;0;0;0;0;1;0;0;1;1
2009;3;1;1;85;76;34;166;1;0;0;0;0;0;0;0;0;0;0
2010;4;1;1;85;64;28;37;1;0;0;0;0;0;0;0;0;0;1
2019;0;3;1;85;72;36;38;1;1;0;1;0;0;0;0;0;0;0
2016;0;0;1;85;70;16;15;0;0;0;0;0;0;0;1;0;0;0
2019;0;2;1;85;80;24;7;0;0;0;0;0;1;0;0;0;1;0
2014;0;0;0;85;79;10;15;0;0;0;0;0;0;0;0;1;1;1
2017;0;0;0;85;45;10;8;0;0;0;0;0;1;0;0;0;1;0
2023;0;3;1;85;68;20;11;1;1;0;0;0;0;0;1;0;0;0
2001;1;1;1;85;0;23;0;0;0;0;0;0;0;0;0;1;1;0
1947;6;1;1;85;78;19;8;1;1;0;1;0;0;1;0;0;0;1
2018;4;1;1;85;78;49;310;1;0;0;0;0;0;0;1;0;0;1
2010;4;0;1;85;80;27;127;0;1;0;0;0;0;0;1;1;1;0
2005;0;3;1;85;86;26;9;1;0;0;1;0;0;0;1;0;0;0
1996;0;3;1;85;79;26;83;1;0;0;0;0;0;0;0;0;0;0
2021;4;1;1;85;66;18;28;1;0;0;0;0;0;0;0;0;0;1
2015;0;2;1;85;70;22;48;1;0;0;0;0;0;0;0;0;0;0
2007;2;1;1;85;75;25;21;1;0;0;0;0;0;0;1;0;0;1
2017;0;2;0;85;59;14;18;1;0;1;0;1;0;0;0;0;0;0
1989;1;1;1;85;84;15;132;0;0;0;0;0;0;0;0;0;0;1
1967;6;3;0;85;68;11;12;1;0;0;1;0;0;0;0;0;0;1
1959;6;0;0;85;77;12;64;0;0;0;1;1;0;0;0;0;0;1
1986;4;1;1;85;70;20;5;1;1;0;1;0;0;0;0;0;0;0
2014;5;2;0;85;55;9;0;0;1;0;0;0;0;0;0;0;1;0
1969;4;1;1;85;75;18;99;1;0;0;0;1;0;0;0;0;0;0
2007;4;3;1;85;70;38;269;0;0;0;1;0;0;0;1;0;0;0
1952;6;3;1;85;63;17;9;1;0;0;1;0;0;0;1;0;0;0
2005;3;1;1;85;64;31;52;1;0;0;0;0;0;0;0;0;0;1
2006;4;3;1;85;68;39;1;1;1;0;0;0;0;1;0;0;0;0
2004;4;1;1;85;83;29;76;1;0;0;1;0;0;0;0;0;0;0
2016;2;2;1;85;74;17;49;1;0;1;0;1;0;0;1;0;0;1
2004;4;0;1;85;56;26;5;0;0;0;0;0;0;0;0;1;1;1
2011;4;3;1;85;66;42;500;1;0;1;0;0;0;1;0;0;0;0
1964;0;3;0;85;77;9;52;1;0;1;0;0;0;0;0;0;0;1
2018;4;1;1;85;67;34;45;1;0;0;0;0;0;0;1;0;0;0
2006;4;2;1;85;78;31;148;1;0;0;0;0;0;0;0;0;0;0
1942;6;0;1;85;64;16;10;0;0;0;0;0;0;1;0;0;0;1
2010;0;3;1;85;71;24;15;1;0;0;1;0;1;0;0;0;0;0
1989;4;2;1;85;79;25;11;1;0;0;1;0;0;0;1;0;0;1
1999;4;3;1;85;83;34;177;1;0;0;0;0;1;1;0;0;0;0
2006;0;0;0;85;59;11;8;0;0;0;0;0;0;0;0;0;1;0
2009;0;2;0;85;0;12;0;1;0;0;0;0;0;0;0;1;0;0
1962;0;1;0;85;0;10;0;1;0;0;0;0;0;0;0;0;0;0
2002;0;3;0;85;0;13;0;0;0;0;0;0;0;0;0;0;1;0
2003;0;3;1;85;0;16;0;0;0;0;0;0;0;0;0;0;1;0
2002;4;3;1;85;77;40;115;1;0;0;0;0;0;0;0;0;0;0
1950;6;2;1;85;80;15;11;1;1;0;0;0;0;1;0;0;0;1
1953;6;2;1;85;74;17;23;1;0;0;0;0;0;0;0;0;0;1
2018;0;0;1;85;61;19;13;0;0;0;0;0;0;0;0;0;1;0
2023;3;3;1;85;76;43;12;1;0;0;1;0;0;0;0;1;0;0
2006;2;1;1;85;57;32;12;0;0;0;0;0;0;0;0;0;1;1
2022;0;0;0;85;60;13;0;1;0;0;0;0;0;0;0;0;0;0
2017;4;3;1;85;68;44;187;1;0;0;0;0;0;0;0;0;0;1
2021;3;1;1;85;66;46;72;1;0;1;0;0;0;1;0;0;0;0
2017;3;0;1;85;83;28;88;1;0;0;0;0;0;0;1;0;0;1
2021;0;1;0;85;49;13;16;0;0;0;0;0;0;0;0;0;1;0
2021;0;2;0;85;68;10;10;1;0;0;0;0;0;0;0;0;0;1
2019;0;0;1;85;85;27;61;1;0;0;0;0;0;0;0;0;1;0
2023;0;3;1;85;73;17;20;1;0;0;0;0;0;1;0;0;0;0
2001;4;1;1;85;78;29;42;1;0;0;0;0;0;0;1;0;0;1
2012;0;2;1;85;75;35;134;1;0;0;0;0;0;0;0;0;0;1
2017;0;1;1;85;83;22;102;1;0;0;1;0;0;0;0;0;0;0
2016;0;2;0;85;74;10;13;1;0;1;0;0;0;0;0;0;0;0
1992;4;3;1;85;83;34;328;1;0;0;0;0;0;0;0;0;0;1
2005;0;3;0;85;0;13;0;1;0;0;0;0;0;0;0;0;0;0
2009;0;1;0;85;53;8;7;1;0;0;0;0;0;0;0;0;1;0
2011;0;3;1;85;83;15;38;1;0;0;0;1;0;1;0;0;0;0
2016;4;2;1;85;70;50;206;0;0;0;0;0;0;0;1;0;0;0
2017;0;1;0;85;58;9;74;0;0;0;0;0;0;0;0;0;1;0
2013;3;3;1;85;82;41;126;1;0;1;0;0;0;0;0;0;0;0
2021;0;2;0;85;78;7;8;0;0;0;0;0;0;0;0;0;1;1
1950;6;0;1;85;76;15;79;0;0;0;1;0;0;0;0;0;0;1
2019;4;0;1;85;67;25;31;0;0;0;0;0;0;0;0;1;1;0
2002;4;2;1;85;83;29;92;1;0;0;0;0;1;0;1;0;0;1
1979;0;3;0;85;0;13;0;1;1;0;0;0;0;0;0;0;0;0
2021;0;1;1;85;72;16;18;1;0;0;0;0;0;0;0;0;0;0
2020;0;0;0;85;0;9;0;0;0;0;0;0;1;0;0;0;1;0
2023;2;0;1;85;75;31;88;1;0;0;0;1;0;0;1;0;0;0
2007;4;3;1;85;81;36;339;1;0;1;1;0;0;0;0;0;0;1
2011;3;3;1;85;70;50;716;1;0;0;0;0;0;0;0;0;0;1
2022;0;3;1;85;76;44;102;1;1;1;1;0;0;1;0;0;0;0
2008;0;1;0;85;0;13;0;1;0;0;0;0;0;0;0;0;0;1
2022;3;3;1;85;74;65;212;1;0;0;0;0;0;0;0;0;0;0
1993;0;3;1;85;81;21;45;1;0;0;0;0;0;0;1;0;0;0
2021;0;2;0;85;0;7;0;1;0;0;0;0;0;0;0;0;0;0
2017;0;0;0;85;0;9;0;0;0;0;0;0;0;0;0;0;1;0
2017;0;0;0;85;80;9;5;0;0;0;0;0;0;0;0;0;1;0
2003;0;1;0;85;80;8;6;1;1;0;0;0;0;0;0;0;0;0
1982;4;3;1;85;70;16;202;1;0;0;0;0;0;0;0;0;0;1
1988;4;0;0;85;81;12;43;1;0;0;0;0;0;0;1;0;0;0
2010;4;1;1;85;74;33;81;0;0;0;0;0;1;0;0;1;1;1
1982;0;3;1;85;82;17;17;1;0;0;0;0;0;0;0;0;0;1
1999;2;0;1;85;86;29;429;1;0;0;0;1;0;0;1;0;0;1
2020;0;3;1;85;66;26;60;1;0;0;0;0;0;0;0;0;0;1
2018;3;1;1;85;84;41;130;0;0;0;0;0;1;0;0;1;1;0
2009;1;3;0;85;59;11;10;0;0;0;0;0;0;0;0;0;0;1
2011;2;1;1;85;63;36;84;1;0;0;0;1;0;1;0;0;0;1
1993;2;0;1;85;69;15;8;1;0;0;0;0;1;0;0;0;0;0
2013;4;0;1;85;78;46;283;1;1;0;1;0;1;0;0;0;0;0
2008;4;2;1;85;70;36;71;1;0;0;1;0;0;0;0;0;0;0
1998;3;0;1;85;70;25;0;0;0;0;0;0;0;0;0;0;1;1
2000;0;0;0;85;0;14;0;0;0;0;1;0;0;0;0;1;1;1
2000;0;0;1;85;74;17;5;0;0;0;0;0;0;0;0;0;1;0
2004;0;1;1;85;0;25;0;1;0;0;0;0;0;0;0;0;0;0
1981;4;1;1;85;73;15;6;1;1;0;1;0;0;0;0;0;0;0
2001;0;0;1;85;55;28;6;1;0;0;0;0;0;0;0;0;0;0
2023;0;0;1;85;83;19;17;0;0;0;0;0;0;0;0;0;1;0
2016;0;3;1;85;85;40;319;1;0;0;1;0;0;1;0;0;0;0
2021;5;3;0;85;64;8;165;1;0;0;0;0;0;0;0;0;0;1
2022;0;0;1;85;73;30;32;1;0;0;0;0;0;0;0;0;0;0
1965;0;3;0;84;73;9;15;1;0;0;0;0;0;0;1;0;0;1
2023;3;2;1;84;93;15;0;0;0;0;0;0;1;0;0;1;1;1
2020;3;0;1;84;86;19;1;1;0;0;0;1;0;0;0;0;0;1
2017;0;0;0;84;75;13;8;0;0;0;0;0;0;0;0;0;1;0
2008;0;3;1;84;73;32;18;1;0;0;0;0;0;0;1;0;0;0
1956;6;3;1;84;75;15;17;1;0;0;0;0;0;0;0;0;0;1
1998;4;3;1;84;87;30;331;1;1;0;1;0;0;1;1;0;0;0
1985;4;3;1;84;85;18;332;1;0;0;0;0;0;1;0;0;0;1
2008;3;3;1;84;89;39;5;1;1;0;0;0;0;1;0;0;0;1
2007;2;1;1;84;64;34;18;0;0;0;0;0;0;0;0;1;1;0
2005;0;2;0;84;0;9;0;1;1;0;1;0;0;1;0;0;0;0
2022;2;1;1;84;76;38;34;0;0;0;0;0;1;0;0;0;1;0
2020;0;1;1;84;73;23;0;1;0;0;0;0;0;0;0;0;1;0
2023;0;2;0;84;77;8;13;1;0;0;0;1;0;0;0;0;0;1
1978;2;2;1;84;79;16;28;0;0;0;0;0;1;0;0;0;1;1
2023;3;2;1;84;77;49;77;1;0;0;0;0;0;0;1;0;0;1
2021;3;0;1;84;71;31;14;0;0;0;0;0;0;0;0;0;1;0
2006;4;2;1;84;89;38;895;1;0;0;0;0;0;1;0;0;0;1
2021;4;3;1;84;73;49;255;1;0;0;0;0;1;0;0;1;0;0
1987;4;3;1;84;76;17;33;1;0;0;1;0;0;0;1;0;0;0
2009;0;3;1;84;78;22;24;1;1;0;1;0;0;1;0;0;0;0
1999;4;2;1;84;82;29;32;0;0;0;0;0;0;0;1;0;1;0
1965;0;0;0;84;0;7;0;1;0;0;0;0;0;0;0;0;0;1
1992;4;2;1;84;60;30;5;1;0;0;1;0;0;0;1;0;0;0
2003;3;1;1;84;70;29;21;1;0;0;1;0;0;0;1;0;0;0
2019;4;3;1;84;77;62;2;1;0;0;0;0;0;0;1;0;0;0
2017;0;2;1;84;79;26;37;1;0;0;0;0;0;0;1;0;0;0
2012;3;1;1;84;81;43;860;1;0;0;1;1;0;0;1;0;0;1
1962;0;0;0;84;0;10;0;1;0;0;0;0;0;0;0;0;0;0
2000;1;2;1;84;40;22;5;0;0;0;0;0;0;0;0;0;1;1
2015;0;1;0;84;58;11;6;1;0;0;0;0;0;0;0;0;0;0
2008;0;1;1;84;44;17;5;0;0;0;0;0;0;0;0;0;1;0
1993;4;3;1;84;92;28;5;1;0;0;1;0;0;0;0;0;0;1
1989;2;2;0;84;82;12;5;1;0;0;0;0;0;0;1;0;0;0
1952;6;3;1;84;0;15;0;1;0;0;1;0;0;0;0;0;0;1
2018;4;2;1;84;77;28;29;0;0;0;0;0;1;0;0;0;1;0
1979;1;2;0;84;78;10;22;0;0;0;0;1;0;0;0;0;0;1
2023;4;1;1;84;58;24;12;1;0;0;0;0;0;0;0;0;0;0
2019;4;1;1;84;48;52;610;0;0;0;0;0;0;0;1;0;0;0
1980;2;2;1;84;0;16;0;1;0;0;0;0;0;0;1;0;0;0
2021;0;0;0;84;70;13;7;0;0;0;0;0;0;0;0;0;1;0
2020;5;0;1;84;69;18;21;1;0;0;0;0;0;0;0;1;0;0
2021;0;1;0;84;62;13;17;0;0;0;0;0;0;0;0;0;1;0
2001;4;3;1;84;80;29;33;1;0;1;1;0;0;0;0;0;0;0
1973;4;1;0;84;70;12;5;1;1;0;0;0;0;0;0;0;0;0
2023;5;0;1;84;74;27;62;1;0;0;0;0;0;0;0;0;0;0
2009;0;3;1;84;86;22;5;1;0;0;0;0;1;0;0;0;0;0
1951;6;2;0;84;81;8;7;1;0;0;0;0;0;0;0;0;0;0
2017;0;3;1;84;79;26;48;1;0;0;0;0;0;0;0;0;0;0
1993;4;3;1;84;74;20;23;1;0;0;0;0;0;0;0;0;0;0
1987;4;2;1;84;66;18;16;1;0;0;0;0;0;0;1;0;0;0
1946;6;2;0;84;78;10;11;1;1;1;1;0;0;1;0;0;0;1
2022;4;2;1;84;76;19;35;1;0;0;0;0;0;0;0;0;0;0
1999;4;3;1;84;88;34;1;1;0;0;0;0;0;0;0;0;0;0
1982;4;2;1;84;87;15;1;1;0;0;0;0;0;1;0;0;0;1
1976;2;3;1;84;81;18;62;1;0;0;0;0;0;1;0;1;0;0
2015;0;0;1;84;58;20;10;0;0;0;0;0;0;0;0;0;1;0
2001;4;1;1;84;81;29;34;1;0;0;0;0;0;0;1;0;0;1
2002;2;3;1;84;75;21;69;1;0;0;0;0;0;0;0;0;0;1
2016;0;1;1;84;82;18;46;1;0;1;1;0;0;1;0;0;0;0
1985;4;3;1;84;64;16;11;1;1;0;1;0;0;0;1;0;0;0
1967;0;1;1;84;0;15;0;0;0;0;0;0;0;0;0;0;1;1
2002;3;2;1;84;77;37;64;1;0;0;1;0;0;0;0;0;0;0
2016;0;2;1;84;77;17;44;1;0;0;0;1;0;0;1;1;0;1
2013;0;0;1;84;75;16;24;1;0;0;0;0;0;0;0;0;0;1
1968;1;3;1;84;82;25;1;0;0;0;0;1;0;0;0;0;0;1
2019;1;1;1;84;78;57;885;0;0;0;0;1;0;0;1;0;0;1
2005;0;2;1;84;62;18;6;0;0;0;0;0;0;0;0;0;1;0
1986;4;3;1;84;91;22;1;0;0;0;0;1;0;1;0;0;0;1
2008;0;0;1;84;70;25;8;1;0;0;0;0;0;0;1;1;1;1
2020;5;1;1;84;77;22;13;0;0;0;0;0;0;0;0;0;1;0
2009;4;3;1;84;79;34;110;1;0;1;0;0;0;1;0;0;0;0
2019;5;2;0;84;63;9;0;1;0;0;0;0;0;0;0;0;0;1
1940;6;2;0;84;0;9;0;1;0;0;1;0;0;0;0;0;0;0
2021;3;3;1;84;69;55;184;1;0;0;1;0;0;0;0;0;0;1
1985;4;1;1;84;80;33;138;1;1;0;0;0;0;1;0;0;0;0
2023;0;1;0;84;85;14;15;1;0;0;0;0;0;0;0;0;0;1
2012;0;1;1;84;78;23;46;1;0;0;0;0;0;0;0;0;0;0
2016;4;0;1;84;73;46;1;1;0;1;0;0;0;1;0;0;0;1
2012;4;2;1;84;82;44;1;1;0;0;0;0;0;1;0;0;0;1
2017;4;3;1;84;73;30;40;1;1;0;0;0;0;0;0;0;0;0
2016;2;1;1;84;81;38;564;0;0;0;0;1;0;0;0;0;0;1
2024;0;0;1;84;0;19;0;1;0;0;0;0;0;0;1;0;0;0
2017;0;1;1;84;69;23;27;1;0;0;0;0;0;0;1;0;0;0
2020;3;0;1;84;66;35;160;1;0;1;0;0;0;1;0;0;0;1
2008;0;1;1;84;0;17;0;1;0;0;0;0;0;0;1;0;0;0
2006;0;0;1;84;72;24;25;1;0;0;0;0;0;0;0;0;0;0
2018;4;0;1;84;73;41;330;1;1;0;0;0;0;1;0;0;0;0
1993;4;3;1;84;81;16;133;1;1;0;0;0;1;0;0;0;0;0
2017;4;0;1;84;70;46;290;1;0;1;1;0;0;0;0;0;0;1
2008;0;1;1;84;70;24;5;1;0;0;0;0;0;0;0;0;0;0
2006;4;3;1;84;75;38;89;1;0;0;0;0;0;0;1;0;0;0
2013;5;2;1;84;79;21;30;1;0;0;0;0;0;0;0;1;1;1
2018;4;3;1;84;68;57;282;1;1;0;0;0;0;1;0;0;0;0
2018;0;0;0;84;57;14;9;1;0;0;1;0;0;0;0;0;0;0
2019;0;3;1;84;55;22;25;1;0;0;0;0;0;0;1;0;0;0
2020;3;2;1;84;78;34;40;0;0;0;0;0;0;0;0;0;1;0
1974;0;3;0;84;0;7;0;1;0;0;0;0;0;0;0;0;0;0
1991;4;1;1;84;44;20;5;0;1;1;0;0;0;1;0;0;0;0
2013;0;2;1;84;69;18;14;1;0;0;0;0;0;0;0;0;0;0
2018;0;1;1;84;0;18;0;0;0;0;0;0;1;0;0;0;1;0
1976;2;1;1;84;81;15;15;1;0;0;0;0;0;0;1;0;0;1
2024;3;2;0;84;0;11;0;1;0;0;0;0;0;0;0;0;0;0
1995;2;3;1;84;83;21;101;1;0;0;1;0;0;0;0;0;0;0
2011;4;2;1;84;77;43;507;1;0;0;0;0;0;0;1;0;0;0
2018;3;3;1;84;74;56;639;1;0;0;0;0;1;0;0;1;0;0
1983;2;2;1;84;65;16;19;1;0;0;0;0;0;0;1;0;0;0
1984;4;2;1;84;77;21;1;0;0;0;0;1;0;0;0;0;0;1
2004;0;2;1;84;80;18;24;1;0;0;0;0;0;0;0;0;0;0
1958;6;2;1;84;76;16;16;1;0;0;0;0;0;0;0;0;0;0
2014;4;3;1;84;72;38;987;1;0;0;0;0;0;1;0;0;0;1
2008;4;2;1;84;69;34;56;1;0;0;1;0;0;0;1;0;0;0
2006;2;1;1;84;63;15;18;1;0;0;0;1;0;0;1;0;0;1
2001;2;0;1;84;87;34;1;0;0;0;1;1;0;0;1;0;0;1
1940;6;1;0;84;0;10;0;1;1;1;1;0;0;0;0;0;0;1
2006;4;1;1;84;80;30;20;0;0;0;0;0;0;0;1;0;1;1
1982;2;3;0;84;73;12;15;0;0;0;1;0;0;0;1;0;0;1
2020;0;0;0;84;0;10;0;1;0;0;0;0;0;0;0;0;1;1
2002;0;2;0;84;0;8;0;0;0;0;0;0;0;0;0;0;1;0
2001;0;0;1;84;0;24;0;1;0;0;0;0;0;0;1;0;0;0
2002;4;1;1;84;88;39;61;1;0;0;1;0;0;1;0;0;0;1
2022;4;1;0;84;69;12;65;1;0;0;0;0;0;0;0;0;0;0
2016;4;1;1;84;72;33;42;0;0;0;0;0;0;0;0;0;1;0
2023;0;3;0;84;75;8;0;1;0;0;0;0;0;0;0;0;0;0
2006;0;1;1;84;0;26;0;0;0;0;0;0;0;0;0;0;1;1
2003;4;3;1;84;80;42;348;1;1;1;0;0;0;1;0;0;0;0
1992;4;1;1;84;79;30;107;1;1;1;0;0;0;0;0;0;0;0
2017;3;3;1;84;41;56;10;0;0;0;0;1;0;0;0;0;0;1
2009;3;0;1;84;78;26;74;0;1;0;0;0;1;0;0;1;1;0
2008;4;0;1;84;68;27;48;1;1;1;0;0;0;0;0;0;0;0
2002;0;3;0;84;77;7;26;1;1;0;0;0;0;0;0;0;0;1
1980;2;3;0;84;68;7;11;1;0;0;0;0;1;0;0;0;0;1
2006;4;2;1;84;0;21;0;0;0;0;0;0;0;0;1;0;0;0
2012;0;0;0;84;0;12;0;0;0;0;0;0;0;0;0;0;1;0
2014;0;3;0;84;58;14;13;1;0;0;0;0;0;0;0;0;0;0
2021;2;2;1;84;82;19;15;0;0;1;0;0;0;1;0;0;1;1
1975;4;3;1;84;87;20;555;1;0;0;0;0;0;0;0;0;0;0
2003;0;0;1;84;47;19;7;1;0;0;0;0;0;0;0;0;0;1
2001;4;2;1;84;74;29;10;1;0;0;1;0;0;0;1;0;0;0
2011;4;3;1;84;80;33;215;1;0;0;0;1;0;0;0;0;0;1
2023;4;2;1;83;65;17;6;0;0;0;0;0;0;0;0;0;1;0
2010;0;0;0;83;0;14;0;0;0;0;0;0;0;0;0;0;1;0
2023;0;3;1;83;79;16;11;1;0;0;1;0;0;0;0;0;0;0
2010;0;0;0;83;67;11;20;1;0;0;0;0;0;0;0;0;0;1
2009;4;2;1;83;77;32;148;1;0;0;1;0;0;0;0;0;0;1
2015;0;2;0;83;80;7;50;1;1;0;0;0;0;1;0;0;0;0
1957;6;2;1;83;78;15;9;1;0;0;0;0;0;0;0;0;0;1
2021;0;0;0;83;74;12;13;0;0;0;0;0;0;0;0;0;1;0
2004;0;0;1;83;0;16;0;1;0;0;0;0;0;0;1;0;0;0
2016;4;2;1;83;75;31;35;0;0;0;0;0;1;0;0;0;1;0
1995;1;1;1;83;75;19;50;1;0;0;0;0;0;0;0;0;0;1
2018;0;1;1;83;75;21;26;1;0;0;0;0;0;1;0;0;0;0
2016;3;0;1;83;75;25;98;1;0;0;0;0;0;1;0;0;0;1
2001;0;0;1;83;85;17;0;0;0;0;0;0;0;0;0;0;1;0
2002;4;2;1;83;81;40;254;1;0;0;0;0;0;0;1;0;0;0
1956;6;2;0;83;73;11;0;1;0;0;0;0;0;0;1;0;0;0
1993;4;0;1;83;0;18;0;1;0;0;0;0;0;0;0;0;0;0
2015;0;3;1;83;74;17;12;0;0;1;0;0;0;0;1;0;0;0
1976;5;3;1;83;83;16;88;1;0;0;0;0;0;0;0;0;0;0
